carat;cut;color;clarity;depth;table;price;x;y;z
5;Ideal;F;VVS2;620;550;2052;51;512;317
5;Premium;F;VVS2;619;580;2052;507;51;315
5;Very Good;F;VVS2;630;570;2052;501;505;317
5;Ideal;F;VVS2;616;560;2052;508;511;314
5;Ideal;F;VVS2;622;540;2052;509;511;317
5;Premium;F;VVS2;623;580;2052;506;511;317
71;Ideal;J;VS2;620;560;2052;57;575;355
5;Good;F;VVS2;585;620;2052;523;527;307
57;Ideal;H;VVS1;609;560;2052;538;536;327
57;Ideal;F;VS1;626;560;2052;533;527;332
57;Ideal;F;VS1;619;560;2052;539;53;331
76;Premium;J;VS2;599;590;2052;594;592;355
59;Good;J;IF;637;590;2053;53;528;337
56;Ideal;D;SI1;619;570;2053;527;53;327
61;Ideal;H;VS1;608;560;2053;551;547;334
51;Very Good;F;VVS2;608;560;2054;518;521;316
77;Very Good;I;VS2;624;630;2054;58;584;363
51;Ideal;F;VVS2;604;560;2054;518;522;314
73;Ideal;J;VS2;628;550;2054;569;572;358
7;Ideal;I;SI1;619;580;2054;567;57;352
62;Ideal;E;SI1;617;540;2054;553;549;34
71;Very Good;H;SI2;633;580;2055;565;569;359
52;Ideal;G;IF;615;560;2055;516;521;319
66;Good;G;VS1;590;620;2055;566;572;335
71;Fair;G;SI2;648;580;2055;56;557;362
5;Premium;E;VS1;619;590;2055;51;508;315
51;Very Good;E;VVS2;621;550;2056;514;516;32
7;Ideal;G;SI2;629;560;2056;569;566;357
7;Premium;G;SI2;618;610;2056;566;563;349
71;Good;H;SI1;634;540;2056;56;567;357
51;Ideal;D;VS2;616;570;2056;519;514;318
72;Good;H;SI2;579;580;2056;598;591;344
51;Premium;F;VVS2;623;580;2056;51;508;317
51;Ideal;D;VS2;625;560;2056;513;511;32
61;Very Good;I;IF;602;570;2057;549;558;333
59;Ideal;G;VS2;619;560;2057;538;542;334
56;Ideal;D;VS1;626;550;2057;525;529;33
69;Good;E;VS2;587;640;2057;573;579;338
7;Very Good;H;SI2;607;570;2058;572;575;348
7;Very Good;G;SI2;626;560;2058;565;569;355
7;Very Good;I;SI1;594;620;2058;577;582;344
72;Ideal;F;SI2;619;570;2058;574;579;357
72;Premium;F;SI2;617;580;2058;573;578;355
7;Good;F;SI1;631;640;2058;558;561;353
7;Very Good;F;SI1;584;630;2058;577;584;339
56;Ideal;G;VVS2;607;560;2058;532;533;323
7;Ideal;E;SI1;618;570;2058;571;568;352
74;Good;J;SI1;599;640;2058;582;586;35
73;Ideal;E;SI2;599;570;2059;587;582;35
53;Ideal;H;IF;614;550;2059;521;524;321
48;Ideal;F;IF;620;540;2059;50;505;311
7;Good;F;SI1;643;630;2059;558;555;358
64;Very Good;H;VVS2;600;590;2060;559;565;337
64;Very Good;G;VS1;604;620;2060;554;558;336
54;Ideal;G;VVS2;615;570;2060;521;526;322
71;Premium;F;SI2;623;600;2060;567;57;354
74;Fair;G;SI1;648;590;2060;563;56;364
51;Premium;E;VVS2;610;610;2060;517;513;314
57;Ideal;G;VS1;611;570;2060;534;536;327
71;Very Good;J;VS1;624;580;2061;567;57;355
7;Ideal;E;SI2;620;560;2061;571;574;355
6;Ideal;E;VS2;620;570;2061;541;542;336
6;Ideal;D;VS2;628;570;2061;537;539;338
6;Ideal;G;VS1;622;550;2061;541;545;338
56;Ideal;D;SI1;618;550;2061;532;536;33
53;Premium;E;VS2;596;580;2061;536;532;318
51;Very Good;E;VVS2;600;580;2062;519;521;312
7;Good;F;SI2;622;590;2062;562;564;35
72;Good;J;VS1;637;540;2062;571;568;363
62;Ideal;D;SI1;622;550;2062;551;545;341
51;Very Good;G;IF;638;580;2063;506;509;324
71;Very Good;I;SI1;602;580;2063;576;583;349
52;Ideal;G;VVS1;616;550;2063;514;518;318
64;Good;F;VS2;593;607;2063;559;566;334
52;Very Good;F;VVS2;621;580;2064;512;516;319
52;Very Good;F;VVS2;589;600;2064;523;53;31
55;Ideal;G;VVS2;608;569;2064;527;531;322
55;Ideal;G;VVS2;612;558;2064;527;533;324
55;Ideal;G;VVS2;620;538;2064;525;528;327
63;Premium;E;VS1;618;600;2064;551;549;34
52;Ideal;F;VVS2;625;570;2064;515;519;323
63;Ideal;I;VVS1;628;580;2064;544;549;343
98;Premium;I;I1;596;600;2064;643;63;379
98;Premium;I;I1;625;600;2064;631;625;393
52;Ideal;G;VVS1;607;550;2065;519;529;318
57;Ideal;F;VS1;614;550;2065;538;539;33
5;Good;D;VVS2;578;620;2065;523;528;304
6;Good;E;VS1;581;630;2065;553;563;324
62;Premium;F;VS2;614;590;2065;55;547;337
72;Very Good;J;VS1;628;580;2066;571;573;359
72;Very Good;J;VS1;640;570;2066;567;571;364
67;Very Good;I;IF;614;560;2066;559;565;345
56;Ideal;G;VVS2;616;550;2066;532;535;328
7;Very Good;H;SI1;609;620;2066;567;572;347
7;Good;H;SI1;634;610;2066;558;562;355
7;Very Good;H;SI1;624;590;2066;563;575;355
7;Good;H;SI1;638;580;2066;559;566;359
7;Very Good;E;SI2;631;540;2066;573;565;359
56;Ideal;D;VS2;614;550;2066;535;533;328
56;Ideal;D;VS2;606;560;2066;537;533;324
56;Ideal;D;VS2;614;570;2066;536;532;328
56;Ideal;D;VS2;612;560;2066;535;53;326
56;Ideal;D;VS2;609;560;2066;536;531;325
56;Ideal;D;VS2;609;560;2066;535;532;325
56;Ideal;D;VS2;611;560;2066;533;53;325
56;Premium;D;VS2;611;580;2066;534;53;325
56;Ideal;D;VS2;628;570;2066;529;525;331
56;Ideal;D;VS2;619;570;2066;53;526;327
56;Ideal;D;VS2;616;560;2066;531;527;326
56;Ideal;D;VS2;615;570;2066;533;528;326
56;Ideal;D;VS2;622;560;2066;528;524;327
56;Ideal;D;VS2;621;570;2066;528;525;327
56;Ideal;E;VS2;611;570;2066;537;533;327
105;Good;E;I1;641;580;2066;646;632;409
58;Ideal;D;VS1;614;570;2067;541;534;33
5;Very Good;D;VS1;621;580;2068;507;51;316
59;Very Good;E;VS2;608;570;2068;537;542;328
72;Ideal;G;SI2;619;570;2068;573;577;356
72;Good;I;VS2;633;590;2068;562;566;357
96;Fair;G;I1;645;600;2068;616;611;396
57;Ideal;E;VS1;614;570;2068;537;532;328
6;Ideal;E;SI1;612;570;2069;543;545;333
74;Fair;E;SI1;660;560;2069;56;567;372
57;Premium;E;VS2;619;600;2069;535;531;33
7;Very Good;F;SI2;623;580;2070;565;571;354
59;Ideal;G;VVS2;622;560;2070;54;537;335
5;Ideal;G;VVS1;627;570;2070;51;507;319
5;Very Good;G;VVS1;633;560;2070;51;507;322
5;Premium;G;VVS1;610;600;2070;512;508;311
5;Ideal;G;VVS1;622;560;2070;512;51;318
5;Premium;G;VVS1;623;590;2070;504;501;313
69;Fair;G;VS1;578;660;2070;59;584;339
69;Very Good;I;VS2;633;570;2070;564;557;355
75;Premium;I;SI2;611;570;2070;588;584;358
75;Premium;G;SI2;588;600;2070;599;589;349
58;Premium;G;VS1;599;580;2071;549;537;325
71;Very Good;G;SI1;642;560;2072;56;565;361
71;Premium;F;SI2;626;590;2072;564;56;352
62;Ideal;F;VS1;623;560;2073;543;546;339
72;Very Good;I;SI1;633;570;2074;573;567;361
7;Very Good;G;SI1;607;580;2074;57;573;347
7;Very Good;H;VS2;622;560;2074;569;575;356
7;Premium;H;VS2;622;580;2074;569;572;355
7;Good;G;SI1;635;610;2074;561;564;357
7;Ideal;G;SI1;612;570;2074;571;579;352
8;Premium;J;SI2;614;570;2074;599;593;366
68;Good;F;SI1;581;600;2074;58;591;34
72;Good;G;SI1;640;590;2074;563;559;359
64;Premium;D;SI1;623;580;2074;553;549;343
78;Premium;H;SI2;597;590;2074;603;597;358
64;Ideal;F;VS2;625;560;2074;555;553;346
72;Premium;I;VVS2;620;560;2074;575;573;356
72;Ideal;F;SI2;616;570;2074;575;568;352
82;Ideal;I;SI2;611;570;2075;605;609;371
56;Ideal;E;VS1;617;570;2075;53;532;327
7;Premium;F;SI2;626;580;2075;564;56;352
51;Ideal;E;VS1;628;570;2075;51;507;32
61;Premium;F;VS2;596;610;2075;558;55;33
7;Fair;F;SI2;653;550;2075;56;549;362
51;Ideal;E;VS1;618;550;2075;515;318;512
71;Very Good;H;SI1;624;580;2076;567;57;355
71;Very Good;H;SI1;614;580;2076;572;578;353
71;Very Good;H;SI1;612;560;2076;569;572;349
61;Good;F;VS1;619;600;2076;539;541;334
7;Very Good;H;SI2;600;600;2077;576;58;347
55;Ideal;G;VVS1;612;560;2077;527;53;324
55;Ideal;G;VVS1;600;560;2077;535;539;321
58;Very Good;G;VVS2;620;570;2078;533;534;331
59;Ideal;D;VS2;617;560;2078;539;541;333
52;Very Good;F;VVS2;615;570;2079;518;522;319
72;Very Good;G;SI2;625;560;2079;568;571;356
6;Ideal;E;VS2;612;560;2079;544;545;333
55;Ideal;E;VS1;619;550;2079;53;524;325
7;Ideal;I;SI2;621;570;2079;566;571;353
72;Ideal;G;SI2;621;540;2079;577;582;36
72;Ideal;G;SI2;625;570;2079;571;575;358
66;Ideal;D;SI1;627;550;2079;556;561;35
52;Fair;E;VVS2;572;640;2079;527;536;304
55;Ideal;E;VS1;622;550;2079;526;522;326
55;Ideal;E;VS1;617;550;2079;529;527;326
55;Ideal;E;VS1;611;550;2079;533;53;325
7;Good;E;SI1;598;640;2079;575;569;342
55;Ideal;D;VS2;585;580;2079;542;539;316
55;Ideal;F;VS1;612;560;2079;533;528;325
67;Very Good;G;VS2;604;610;2080;561;564;34
54;Ideal;G;VVS1;622;560;2080;518;523;324
106;Very Good;G;I1;607;630;2080;659;656;399
5;Premium;F;VVS1;611;550;2081;515;513;314
5;Good;G;IF;640;550;2081;508;505;324
68;Premium;G;VS2;616;590;2081;565;564;348
56;Ideal;G;VVS2;616;560;2081;532;529;327
61;Very Good;G;VS1;627;570;2082;536;543;338
58;Very Good;E;VS1;629;540;2082;531;534;335
58;Very Good;E;VS1;618;550;2082;535;539;332
51;Ideal;F;VVS2;622;570;2082;512;514;319
5;Very Good;E;VVS2;617;610;2083;509;512;315
75;Very Good;J;SI1;624;560;2083;578;582;362
7;Good;H;VS2;638;600;2083;559;551;354
51;Ideal;F;VVS2;622;570;2083;512;517;32
54;Ideal;F;VS1;611;550;2083;526;532;323
7;Ideal;I;SI1;608;590;2083;574;578;35
7;Ideal;I;SI1;621;580;2083;568;572;354
62;Fair;F;VS1;600;640;2083;569;548;336
82;Premium;J;SI1;622;580;2083;598;594;371
51;Very Good;G;IF;593;570;2084;525;531;313
64;Ideal;H;VVS1;611;550;2084;558;561;343
58;Good;F;VS1;622;620;2084;537;544;336
65;Very Good;I;VVS1;629;580;2085;551;553;347
6;Very Good;E;VS2;629;590;2085;534;538;337
51;Ideal;E;VS2;616;550;2085;516;519;319
71;Ideal;J;VS1;623;550;2085;57;573;356
51;Ideal;F;VS1;617;550;2085;514;517;318
51;Ideal;F;VS1;609;560;2085;517;52;316
56;Ideal;E;VS1;612;560;2085;53;534;326
73;Good;H;SI2;609;650;2085;586;569;351
77;Very Good;J;SI1;610;590;2086;594;599;364
71;Fair;D;SI1;555;620;2086;60;597;332
71;Very Good;G;SI2;634;560;2086;568;562;358
47;Ideal;D;VS1;605;570;2086;504;507;306
71;Ideal;H;SI2;621;560;2086;576;571;356
73;Ideal;F;SI2;617;570;2087;578;582;358
7;Premium;G;SI2;620;600;2087;57;562;351
51;Premium;D;VVS2;616;590;2087;512;508;314
54;Ideal;G;VVS1;613;560;2087;528;523;322
71;Good;I;SI1;609;640;2087;572;567;347
7;Very Good;G;SI1;633;570;2088;558;563;355
71;Ideal;D;SI2;625;570;2088;57;573;357
71;Very Good;F;SI1;607;570;2088;578;581;352
71;Very Good;F;SI1;630;560;2088;565;572;358
71;Fair;F;SI1;626;570;2088;573;568;357
7;Good;H;SI1;619;620;2088;557;561;346
62;Fair;F;VVS2;571;600;2088;565;57;324
8;Premium;J;SI1;600;600;2088;61;597;366
77;Premium;I;SI1;604;580;2089;596;599;361
7;Ideal;F;SI1;626;560;2089;566;569;355
72;Ideal;G;SI2;621;553;2089;572;574;356
64;Ideal;E;SI1;620;560;2089;557;553;344
6;Ideal;E;SI1;623;550;2090;545;54;338
54;Ideal;G;VVS2;615;540;2090;526;524;323
54;Ideal;G;VVS2;610;560;2090;53;525;322
54;Ideal;G;VVS2;606;560;2090;527;526;319
54;Ideal;G;VVS2;621;560;2090;522;519;323
54;Ideal;G;VVS2;614;550;2090;53;522;323
54;Ideal;G;VVS2;618;560;2090;525;523;324
54;Premium;G;VVS2;605;550;2090;528;524;318
54;Good;F;VS1;637;550;2090;516;511;327
6;Ideal;G;VS1;613;600;2091;539;541;331
57;Ideal;D;VS1;617;560;2091;531;533;328
7;Very Good;F;SI2;628;560;2092;564;569;356
52;Ideal;F;VVS2;615;550;2092;517;521;319
7;Ideal;G;SI2;624;560;2092;565;567;353
7;Good;E;SI2;597;630;2092;571;578;343
73;Very Good;I;SI2;630;580;2093;571;575;361
51;Ideal;F;VVS2;626;570;2093;51;513;32
26;Very Good;E;VVS1;618;590;539;411;414;255
33;Ideal;H;VS2;618;540;539;445;448;276
33;Ideal;H;VS2;606;560;539;451;454;274
33;Ideal;H;VS2;611;560;539;45;454;276
33;Ideal;H;VS2;610;550;539;449;452;275
3;Ideal;H;VS1;623;551;539;429;432;268
3;Ideal;H;VS1;622;540;539;429;433;268
39;Ideal;J;SI1;626;530;539;468;471;294
41;Good;I;SI2;635;570;539;47;472;299
41;Premium;I;SI2;616;590;539;476;479;294
31;Good;H;VS1;640;590;539;425;428;273
32;Very Good;G;SI1;620;585;540;436;441;272
32;Ideal;I;VVS2;617;560;540;44;442;272
24;Ideal;F;VVS2;614;590;540;40;405;247
24;Ideal;F;VVS2;615;560;540;399;401;246
35;Ideal;J;VVS1;621;530;540;453;455;282
3;Ideal;I;VVS1;621;570;540;429;434;268
3;Ideal;I;VVS1;621;540;540;429;431;267
4;Ideal;H;SI2;626;550;540;47;472;295
4;Ideal;H;SI2;622;550;540;475;477;296
34;Ideal;G;SI1;619;550;540;45;452;279
34;Ideal;G;SI1;615;550;540;449;452;277
34;Ideal;G;SI1;618;540;540;448;451;278
3;Good;G;VVS2;579;610;540;44;442;256
32;Ideal;G;SI2;630;560;540;435;432;273
32;Premium;G;SI2;616;590;540;438;435;269
32;Premium;G;SI2;624;590;540;44;435;273
32;Ideal;G;SI2;625;550;540;44;437;274
32;Very Good;F;SI2;635;560;540;437;435;277
51;Ideal;F;VVS2;612;560;2093;517;519;317
51;Premium;F;VVS2;605;590;2093;515;517;312
72;Very Good;J;VVS1;614;610;2093;57;577;352
51;Ideal;F;VVS2;622;560;2093;508;512;317
51;Ideal;F;VVS2;624;570;2093;508;512;318
51;Ideal;F;VVS2;612;560;2093;517;519;317
52;Good;G;IF;598;570;2093;524;527;314
7;Fair;D;SI1;660;560;2093;545;552;362
57;Premium;D;VS1;609;570;2093;543;537;329
59;Very Good;E;VS2;606;600;2094;544;549;331
6;Very Good;G;VS1;619;560;2094;541;545;336
7;Very Good;H;SI2;634;550;2094;559;564;356
79;Good;I;SI1;639;550;2095;585;58;372
7;Very Good;G;SI1;622;580;2095;563;566;351
57;Ideal;G;VVS2;607;550;2095;534;536;325
57;Ideal;G;VVS2;617;560;2095;53;533;328
57;Ideal;G;VVS2;617;540;2095;532;541;331
79;Very Good;I;SI1;633;570;2095;586;583;37
81;Very Good;G;SI2;632;600;2095;582;579;367
58;Premium;G;VVS2;597;590;2095;545;54;324
71;Good;H;SI1;635;570;2096;563;567;359
71;Good;H;SI1;631;570;2096;561;565;355
71;Good;H;SI1;635;570;2096;564;567;359
71;Very Good;H;SI1;625;600;2096;568;575;357
71;Premium;H;SI1;621;580;2096;572;575;356
61;Very Good;D;VS1;624;570;2096;544;546;34
71;Premium;E;SI2;604;610;2096;579;577;349
57;Ideal;F;VS2;607;560;2096;537;541;327
7;Ideal;J;SI1;603;570;2096;575;579;348
7;Ideal;J;SI1;610;560;2096;569;582;351
54;Ideal;H;IF;609;570;2096;526;531;322
56;Ideal;F;VS1;621;560;2097;532;528;329
71;Very Good;F;SI2;590;580;2098;584;589;346
71;Very Good;F;SI2;636;560;2098;558;567;358
71;Very Good;I;SI1;620;560;2098;569;572;354
51;Ideal;F;VVS2;618;560;2098;513;516;318
51;Ideal;F;VVS2;617;560;2098;514;516;318
51;Ideal;F;VVS2;619;560;2098;509;514;316
55;Ideal;I;IF;601;560;2098;533;538;322
73;Good;J;VS2;608;630;2098;567;578;348
10;Good;F;I1;639;590;2098;627;62;399
53;Premium;E;SI1;618;600;2099;521;518;321
72;Ideal;J;VS2;614;570;2099;576;58;355
6;Ideal;F;VS2;609;550;2099;549;551;334
57;Ideal;D;VS2;617;560;2099;53;537;329
7;Ideal;E;SI2;629;560;2100;566;56;354
7;Very Good;F;SI1;632;560;2100;561;55;351
56;Very Good;E;VVS2;626;570;2100;525;523;328
7;Very Good;F;SI2;612;570;2100;567;574;349
5;Ideal;D;VVS2;604;540;2100;517;523;314
7;Good;F;SI2;590;570;2100;58;583;343
7;Fair;H;VS1;620;730;2100;565;554;347
7;Premium;G;SI2;613;580;2100;575;567;35
73;Very Good;J;VS2;627;570;2101;571;574;359
73;Ideal;J;VS2;623;550;2101;574;578;359
66;Good;G;VS2;581;599;2101;568;572;331
55;Very Good;F;VVS2;631;560;2102;519;523;329
51;Very Good;G;IF;626;560;2102;509;513;32
48;Ideal;E;VVS2;607;560;2102;504;508;307
75;Fair;F;SI2;651;570;2102;57;566;37
62;Premium;E;VS2;600;590;2102;558;556;334
73;Premium;H;SI2;612;580;2102;584;58;356
71;Fair;F;SI2;652;555;2103;552;558;362
57;Ideal;D;VS2;618;560;2103;534;531;329
57;Ideal;D;VS2;614;560;2103;537;534;329
59;Ideal;D;VS2;619;560;2103;539;534;332
7;Very Good;D;SI2;637;580;2104;556;562;356
71;Very Good;G;SI1;623;570;2104;57;576;357
71;Good;I;VS1;638;530;2104;57;564;362
71;Fair;I;VS1;645;560;2104;561;556;36
75;Ideal;J;VS2;612;560;2104;586;59;36
5;Ideal;G;IF;615;560;2104;511;514;315
71;Premium;I;VS1;619;580;2104;576;571;355
5;Very Good;E;VVS2;626;590;2105;502;505;315
5;Very Good;E;VVS2;615;590;2105;508;51;313
5;Very Good;E;VVS2;620;550;2105;508;511;316
6;Premium;G;VVS2;597;600;2105;555;55;33
52;Ideal;E;VS1;619;550;2105;516;518;32
58;Premium;E;VS1;607;580;2105;541;536;327
5;Very Good;E;VVS2;591;610;2106;519;523;308
75;Very Good;H;SI2;604;600;2106;589;593;357
7;Very Good;H;SI1;635;570;2106;559;566;359
74;Ideal;J;VVS2;617;550;2106;583;587;361
7;Very Good;G;SI1;618;560;2106;57;576;354
7;Premium;G;SI1;622;580;2106;569;576;356
7;Very Good;I;VVS2;586;600;2106;579;591;343
7;Very Good;G;SI1;621;580;2106;566;57;353
7;Very Good;H;VS2;621;550;2106;566;571;353
63;Ideal;D;VS2;611;550;2106;56;556;341
6;Premium;D;SI1;628;610;2106;541;533;337
53;Ideal;G;VVS1;614;570;2106;521;518;319
65;Ideal;H;VS1;618;550;2106;56;556;345
55;Ideal;E;VS1;620;560;2107;527;524;326
55;Ideal;E;VS1;612;570;2107;53;528;324
7;Very Good;H;SI1;622;560;2107;564;567;352
7;Very Good;H;SI1;615;570;2107;564;568;348
7;Very Good;H;SI1;610;580;2107;567;57;347
7;Very Good;H;SI1;627;560;2107;56;562;352
7;Premium;F;SI2;619;620;2107;569;566;351
7;Premium;F;SI2;617;620;2107;569;565;35
7;Ideal;J;VS1;614;550;2107;572;575;353
7;Ideal;H;SI1;611;580;2107;569;57;348
7;Ideal;H;SI1;619;570;2107;566;569;351
73;Premium;H;SI1;622;570;2107;58;577;36
61;Ideal;F;VS2;624;550;2108;545;542;339
101;Very Good;G;I1;631;600;2108;642;625;399
72;Very Good;I;VS2;618;600;2109;572;576;355
54;Ideal;F;VVS2;610;570;2109;526;53;322
6;Ideal;G;VS1;602;570;2109;549;554;332
7;Good;F;SI2;606;610;2109;571;577;348
7;Good;F;SI2;616;610;2109;566;568;349
74;Premium;G;SI2;628;570;2109;577;573;361
57;Ideal;E;VS1;613;570;2110;534;537;328
7;Ideal;H;SI2;621;550;2110;569;572;354
7;Ideal;H;SI2;616;540;2110;571;575;353
7;Ideal;I;SI1;616;530;2110;573;576;354
7;Ideal;I;SI1;619;580;2110;566;568;351
7;Ideal;I;SI1;625;550;2110;568;571;356
7;Ideal;I;SI1;625;550;2110;57;573;357
51;Ideal;G;VVS1;610;570;2111;517;516;315
71;Very Good;I;VS2;595;570;2111;585;588;349
75;Very Good;F;SI2;586;600;2111;599;603;352
7;Ideal;I;VS2;611;570;2111;57;575;35
71;Ideal;I;SI1;626;540;2111;568;573;357
52;Ideal;I;IF;609;570;2111;517;521;316
7;Good;E;SI1;616;610;2111;564;566;348
51;Ideal;G;VVS1;626;570;2111;514;508;32
51;Ideal;G;VVS1;623;550;2111;514;51;319
51;Premium;G;VVS1;601;560;2111;535;516;316
6;Very Good;E;VS1;609;580;2112;543;548;332
6;Ideal;E;VS2;620;560;2112;54;543;336
71;Fair;H;SI1;651;560;2112;563;555;364
72;Ideal;H;SI2;614;550;2112;581;578;356
72;Ideal;J;VS1;627;570;2112;574;571;359
10;Fair;I;I1;654;570;2112;628;62;408
55;Premium;E;VS2;597;570;2112;539;536;321
52;Very Good;G;VVS1;611;580;2113;519;522;318
54;Very Good;D;VS2;607;570;2113;524;529;32
47;Ideal;E;VVS2;616;560;2113;497;501;307
47;Ideal;F;VVS1;616;560;2113;50;502;309
64;Very Good;E;VS2;634;540;2114;552;549;349
68;Very Good;G;VS1;607;580;2114;568;575;347
72;Very Good;G;SI2;606;570;2114;579;586;353
72;Very Good;G;SI2;606;610;2114;573;579;349
5;Very Good;D;VVS2;617;590;2115;502;509;312
72;Premium;G;SI2;626;600;2115;57;565;355
54;Very Good;F;VVS2;632;540;2115;52;518;328
61;Ideal;E;VS2;597;570;2115;557;552;331
75;Good;G;SI2;639;620;2115;566;561;36
78;Good;I;SI1;631;560;2116;582;588;369
52;Ideal;E;VVS2;623;570;2116;512;515;32
55;Ideal;G;VVS1;626;560;2116;524;527;329
7;Good;E;SI2;610;640;2116;563;569;345
7;Fair;I;VS2;647;600;2117;555;549;357
7;Very Good;G;SI1;632;580;2117;564;56;355
7;Good;G;SI1;638;590;2117;562;558;357
58;Ideal;F;VS1;606;550;2117;541;548;33
7;Good;H;SI1;650;570;2117;552;559;361
7;Good;I;VS2;636;580;2117;559;557;355
56;Ideal;E;VS1;618;550;2117;533;528;328
56;Ideal;E;VS1;611;560;2117;534;529;325
56;Ideal;E;VS1;618;560;2117;533;528;328
7;Very Good;G;SI2;632;570;2117;57;566;359
7;Fair;G;SI2;652;560;2117;563;554;364
10;Fair;J;SI2;699;610;2117;613;586;423
7;Fair;I;VVS2;647;550;2117;562;551;36
56;Ideal;H;VVS2;618;560;2118;528;533;328
56;Ideal;F;VVS2;610;560;2119;533;535;326
55;Ideal;F;VS1;605;570;2119;53;534;322
55;Ideal;F;VS1;618;550;2119;528;53;327
55;Ideal;D;VS1;618;550;2119;529;532;328
76;Very Good;I;SI1;620;580;2120;584;59;364
55;Ideal;H;IF;615;550;2120;525;529;325
55;Ideal;H;IF;619;560;2120;526;534;326
61;Good;F;VS1;606;603;2120;546;551;332
71;Good;E;SI2;588;630;2120;575;588;342
5;Very Good;F;VVS1;622;570;2121;503;507;314
73;Ideal;J;VS1;620;530;2121;578;582;36
7;Good;F;SI1;638;580;2121;556;567;358
7;Good;G;SI1;640;570;2121;563;558;359
7;Fair;F;SI1;660;560;2121;559;556;368
8;Ideal;H;SI2;624;570;2122;591;583;366
5;Very Good;F;VVS1;611;550;2122;514;518;315
75;Premium;I;SI1;625;580;2122;577;582;362
73;Ideal;I;SI1;620;560;2122;575;58;358
57;Ideal;D;VS1;615;540;2122;536;538;33
71;Ideal;H;SI2;615;560;2122;571;574;352
71;Ideal;H;SI2;621;570;2122;568;576;355
61;Very Good;H;VS1;601;560;2123;555;559;335
72;Very Good;J;SI1;576;630;2123;589;595;341
71;Very Good;E;SI2;621;570;2123;571;576;356
54;Very Good;G;VVS1;607;560;2123;525;53;32
54;Ideal;G;VVS1;622;560;2123;52;522;324
52;Ideal;F;VS1;613;560;2123;519;522;319
59;Premium;F;SI1;622;600;2124;537;533;333
59;Very Good;F;SI1;631;570;2124;539;536;339
61;Good;E;VS2;608;590;2124;541;548;331
6;Premium;E;VS2;593;600;2124;551;546;325
6;Ideal;D;VS2;604;570;2125;553;549;333
78;Very Good;H;SI2;629;550;2125;583;587;368
59;Ideal;G;VVS2;627;560;2125;533;536;335
59;Ideal;G;VVS2;626;570;2125;533;537;335
71;Good;F;SI1;643;570;2125;562;555;359
72;Very Good;E;SI2;594;630;2125;587;582;347
72;Fair;E;SI2;684;640;2125;538;532;366
72;Premium;E;SI2;617;580;2125;579;574;356
7;Fair;E;SI1;651;560;2125;549;541;355
72;Very Good;F;SI2;585;600;2126;586;593;345
63;Very Good;H;VVS1;620;570;2127;547;55;34
7;Good;F;SI1;631;560;2127;563;566;356
71;Premium;I;VS2;627;590;2127;566;569;356
7;Very Good;I;VS1;631;540;2129;561;567;356
77;Very Good;H;SI2;636;580;2129;577;581;368
71;Very Good;F;SI2;595;580;2129;582;587;348
59;Ideal;G;VS1;613;550;2129;542;544;333
55;Ideal;G;VVS2;625;560;2129;525;522;327
55;Ideal;G;VVS2;620;570;2129;526;522;325
55;Ideal;G;VVS2;619;560;2129;527;523;325
77;Premium;G;SI2;613;580;2129;594;588;362
91;Fair;I;SI2;650;580;2129;605;602;392
81;Premium;J;VS2;606;600;2129;604;60;365
71;Good;F;SI2;641;600;2130;0;0;0
6;Very Good;G;VVS2;622;560;2130;539;542;336
78;Very Good;I;SI2;606;600;2130;591;593;359
67;Very Good;G;VS2;594;594;2131;571;58;341
67;Very Good;G;VS2;617;597;2131;556;561;345
7;Very Good;F;SI2;629;560;2131;568;571;358
53;Ideal;F;VVS2;616;550;2131;521;524;322
66;Ideal;H;VS1;610;570;2131;561;566;343
72;Ideal;H;SI2;615;560;2131;58;575;355
62;Good;F;VVS2;599;620;2131;551;553;33
67;Good;G;VS2;575;601;2131;578;583;334
71;Good;H;SI1;583;610;2131;584;579;339
72;Fair;I;VVS2;657;570;2131;556;564;368
64;Premium;F;VS2;622;550;2131;553;55;343
74;Premium;G;SI1;583;580;2131;597;593;347
59;Ideal;G;VVS2;610;570;2131;544;541;331
5;Very Good;E;VVS2;615;600;2132;504;508;311
78;Very Good;I;SI2;625;580;2132;582;589;366
55;Ideal;G;VS1;622;540;2132;527;524;327
58;Ideal;G;VVS2;618;560;2133;535;536;331
83;Fair;H;SI2;651;590;2133;584;581;379
55;Ideal;H;IF;617;550;2133;527;529;326
71;Very Good;F;SI2;592;600;2134;585;591;348
65;Premium;D;SI1;605;580;2134;561;557;338
104;Fair;F;I1;654;600;2134;639;63;415
7;Very Good;H;SI2;620;590;2135;568;57;353
58;Ideal;G;VVS2;616;560;2135;537;54;331
7;Premium;E;SI2;620;550;2135;565;561;349
7;Premium;E;SI2;598;610;2135;576;574;344
56;Ideal;H;IF;613;560;2135;532;535;327
53;Very Good;G;VVS1;589;600;2136;523;53;31
72;Very Good;J;VS1;623;570;2136;573;577;358
7;Very Good;I;SI1;622;580;2136;563;566;351
72;Ideal;J;VVS2;609;580;2136;574;578;351
71;Ideal;G;SI1;614;570;2136;576;58;355
71;Very Good;G;VS2;635;590;2137;567;563;359
7;Very Good;H;VS2;632;570;2137;558;562;354
71;Very Good;G;SI1;632;580;2137;558;568;356
71;Premium;F;SI2;602;600;2137;58;577;348
